gene,mRNA_Half_Life
YLR345W,63.90661653
YCR089W,63.92415948
YLR422W,63.98915283
YPR005C,63.99860063
YOL071W,64.23487613
YMR291W,64.43851726
YKL065C,64.50918047
YDR461C-A,64.52925926
YNL144C,64.56145171
YKL062W,64.73259848
YPL250C,64.74412121
YIL101C,64.76334221
YKL142W,64.93365749
YMR280C,64.95564293
YGL255W,64.95672521
YDL224C,65.11198369
YJL151C,65.14167983
YKL065W-A,65.35266614
YNL077W,65.68881089
YJL170C,65.69012741
YNR068C,65.80570759
YDR148C,65.81160915
YDR436W,65.81631048
YER024W,65.82700832
YDR476C,65.97656967
YDR358W,66.08132762
YGR295C,66.09079373
YAL054C,66.12219702
YGL059W,66.19569442
YPL229W,66.20251291
YOL048C,66.46622372
YBL045C,66.47677923
YGL193C,66.56533600
YFR003C,66.65775916
YBL078C,66.65817313
YPR061C,66.72321726
YBL029W,66.74520200
YHL040C,67.15872969
YKR046C,67.30595294
YGR032W,67.31008616
YML081C-A,67.31412850
YOR298W,67.37696088
YNR007C,67.45448242
YGR194C,67.48019118
YCR020C,67.59422644
YIL087C,67.60967690
YBL015W,67.62103991
YFL020C,67.77381565
YLR053C,67.85398401
YPL179W,67.89025317
YIL006W,67.92581061
YDR381C-A,68.11915059
YFL041W-A,68.12179703
YJL016W,68.24538340
YLL023C,68.25770233
YNL237W,68.35264753
YMR136W,68.54947073
YDR151C,68.69195860
YHR022C,68.71143640
YER158C,68.74804946
YDR298C,68.84566369
YKR058W,68.84802719
YMR107W,68.90647685
YPL123C,69.01070367
YHR075C,69.03687264
YAL017W,69.21408274
YGR102C,69.24757733
YAL028W,69.43814046
YGL209W,69.45479197
YDL022W,69.48954581
YHR106W,69.53315867
YPL154C,69.69685980
YBR285W,69.69927441
YMR256C,69.75546689
YJR039W,69.97777788
YOL082W,70.17285600
YBR241C,70.32981713
YGR201C,70.55682765
YMR090W,70.57963895
YIL055C,71.20191259
YOR215C,71.36316503
YER150W,71.43011635
YER054C,71.46318320
YMR135C,71.47913010
YPL159C,71.51315283
YAL005C,71.55261983
YJR119C,71.57011665
YCL035C,71.69254534
YJL056C,71.97560096
YJR019C,71.97964341
YKL016C,72.20886361
YIL017C,72.27592374
YLR327C,72.39474771
YNL130C-A,72.50012282
YGR065C,72.73934907
YBL039W-B,73.08391522
YGR070W,73.27921784
YPL110C,73.28473488
YKL107W,73.42041046
YMR196W,73.65613642
YLR107W,73.70243287
YPL206C,73.70509253
YOR034C,73.81482415
YOR161C,74.18401611
YBR298C,74.41878055
YJL133C-A,74.52065092
YDL020C,74.56981393
YDR231C,74.80651709
YCR010C,74.80980291
YJL079C,74.82197274
YOR223W,75.57083330
YPR026W,75.64712825
YDR273W,75.71315684
YDR525W-A,75.81209750
YNR034W-A,75.91150962
YEL060C,76.37249441
YLR037C,76.40485892
YGR183C,76.45279808
YHL035C,76.68046420
YHR139C,77.24384685
YGR149W,77.41424379
YNL117W,77.50697046
YLR258W,77.71329752
YOL154W,77.99368550
YKL026C,78.30323698
YGL038C,78.54107523
YPR049C,78.60626145
YJL048C,78.60793660
YDR030C,78.78661477
YMR114C,78.83905082
YOR062C,79.05685303
YDR044W,79.21521103
YMR191W,79.49357086
YPR101W,79.63356817
YLL055W,79.80490132
YER011W,79.85237114
YGR161C,79.87656638
YPL156C,79.98058059
YBR056W,80.01964792
YDR259C,80.16173931
YBL075C,80.18914935
YER053C,80.38687180
YEL012W,80.40299912
YIL111W,81.23788955
YGR289C,81.31634053
YIL066C,81.48729950
YML054C,81.49732004
YJR004C,81.70625865
YDR270W,82.37699230
YPL272C,82.39680135
YJL103C,82.78654098
YDR403W,82.90744998
YDR529C,83.01437042
YJL166W,83.43066943
YFL026W,83.61740662
YML042W,83.68539010
YBR156C,84.89239009
YNL305C,85.33590904
YIL143C,85.54734174
YBR214W,86.16228455
YHR097C,86.33059826
YKL141W,86.59632712
YGR213C,87.16794821
YJL210W,87.39764438
YGR256W,87.41451335
YDR070C,87.57080279
YDL149W,87.67083846
YMR271C,88.23458177
YPR030W,88.29794766
YOR303W,88.40356872
YBR280C,88.42752167
YGL037C,88.72864168
YLR149C,89.15247319
YNL055C,89.18144814
YPL271W,89.27576995
YAL034C,89.33998630
YOR273C,90.27292453
YPR191W,90.27710534
YGL096W,90.35487258
YFR017C,90.51750962
YGL156W,90.53348187
YPL247C,90.64276992
YML120C,90.87416997
YNL115C,90.90088955
YDL110C,90.91918181
YNL036W,91.09914305
YAR035W,91.18109354
YPL107W,91.86285176
YDR313C,92.27537820
YOR120W,92.49153510
YDR533C,93.47096080
YOR020W-A,93.85145743
YDL199C,93.96195892
YJL161W,94.93615684
YBR225W,94.94399905
YLL026W,95.50228013
YPL054W,95.86256751
YGL010W,96.07112777
YIR039C,96.47256991
YBR269C,97.29700653
YHL028W,97.67072400
YDR059C,97.76198715
YER044C,97.76586238
YER039C,97.87737278
YLR356W,98.03858457
YHL036W,98.66557477
YNL015W,98.78967534
YHR001W-A,99.37021354
YBL064C,100.24681287
YIR038C,101.21870431
YOR285W,101.27615954
YGR294W,101.52011995
YIL155C,102.32752192
YPL119C-A,102.33710386
YDL169C,102.44690968
YCL027W,103.77810748
YMR085W,103.91938396
YOR032W-A,104.47663193
YIL119C,105.88645772
YGL121C,107.27065278
YPR098C,107.50511730
YBR169C,109.49855500
YDR178W,109.99375423
YBR157C,110.07151057
YJL052W,111.79928353
YLL041C,112.21044626
YCR083W,112.22870772
YPR151C,112.67642809
YLR390W-A,113.42459494
YKR049C,113.67060915
YOR173W,114.78140304
YOL084W,114.99781591
YBR180W,115.15067943
YPL026C,115.44384428
YPR010C-A,115.90253112
YJL144W,116.17153395
YOL153C,117.87117138
YDR043C,118.05717026
YNL274C,119.24909093
YPL223C,119.60917180
YPR158W,119.98249017
YMR174C,120.48140964
YEL011W,120.70540185
YJR073C,124.04887998
YFR015C,124.20509223
YOR383C,126.20240524
YHL021C,126.38216081
YOL030W,126.69071184
YNL279W,127.66049965
YOR152C,128.56140464
YIL113W,128.68170200
YBR203W,129.01213031
YBR147W,130.89623221
YDR461W,131.27873299
YBR085C-A,134.41525272
YIR017C,136.02415968
YGR282C,136.60133702
YKR098C,136.73191185
YKL093W,136.85427268
YPL230W,137.17807765
YML058W-A,137.30901417
YKR075C,137.85892151
YGR236C,141.13259554
YOR031W,143.88557528
YER053C-A,148.62149506
YIL136W,154.82559103
YGR008C,160.80644506
YMR181C,161.75674631
YBR067C,162.67940459
YHR138C,162.70719557
YML100W,164.62153072
YCL048W-A,165.97079276
YJL163C,168.58079320
YHR175W-A,176.87088221
YDR262W,192.49053910
YFL053W,199.04628120
YFL014W,209.08345456
YNR044W,212.99783082
YDR277C,220.78914564
YGR174W-A,224.44496154
YNR014W,225.52556570
YHR087W,228.52162467
YPR184W,242.23425990
YKL163W,256.51724207
YLR177W,257.01855310
YPR192W,273.07216921
YDL123W,299.33909117
YBR297W,299.94658960
